    MJD       PKS-TID  GPS-PKS  NSITE  Date and comments

 50208.00       1.849             7    050596
 50209.00       1.599             7    060596
 50210.00       1.552             7    060596
 50213.00       1.687             7    100596
 50214.00       1.727             7    110596
 50215.00       1.764             7    120596
 50216.00       1.800             7    130596
 50239.00       2.376             7    050696
 50240.00       2.382             7    060696
 50241.00       2.387             7    070696
 50242.00       2.385             7    080696
 50243.00       2.380             7    090696
 50244.00       2.383             7    100696
 50245.00       2.388             7    110696
 50246.00       2.390             7    120696
 50247.00       2.396             7    130696
 50248.00       2.397             7    140696
 50249.00       2.392             7    150696
 50264.00       2.393             7    300696
 50265.00       2.364             7    010796
 50266.00       2.346             7    020796
 50267.00       2.331             7    030796
 50268.00       2.316             7    040796
 50269.00       2.322             7    050796
 50270.00       2.310             7    060796
 50271.00       2.294             7    070796
 50272.00       2.529             7    080796
 50273.00       2.769             7    090796
 50274.00       2.764             7    100796
 50275.00       2.754             7    110796
 50293.00       0.243             7    290796
 50294.00       0.223             7    300796
 50295.00       0.218             7    310796
 50296.00       0.205             7    010896
 50297.00      -0.089             7    020896
 50314.00      -0.998             7    190896
 50315.00      -0.909             7    200896
 50316.00      -0.414             7    210896
 50317.00      -0.298             7    220896
 50318.00      -0.237             7    230896
 50319.00       0.045             7    240896
 50320.00       0.067             7    250896
 50321.00       0.265             7    260896
 50322.00       0.521             7    270896
 50323.00       1.117             7    280896
 50324.00       1.369             7    290896
 50325.00       0.593             7    300896
 50326.00      -0.519             7    310896
 50327.00      -0.318             7    010996
 50328.00      -0.277             7    020996
 50329.00      -0.317             7    030996
 50330.00      -0.123             7    040996
 50331.00       0.035             7    050996
 50332.00      -0.500             7    060996
 50333.00      -1.474             7    070996
 50334.00      -1.781             7    080996
 50339.00      -2.150             7    130996
 50340.00      -1.753             7    140996
 50341.00      -1.336             7    150996
 50342.00      -1.071             7    160996
 50343.00      -1.236             7    170996
 50344.00      -1.701             7    170996
 50354.00      -2.016             7    280996
 50355.00      -2.032             7    290996
 50356.00      -2.052             7    300996
 50357.00      -2.068             7    011096
 50358.00      -2.076             7    021096
 50359.00      -2.092             7    031096
 50360.00      -2.106             7    041096
 50361.00      -2.113             7    051096
 50362.00      -2.105             7    061096
 50363.00      -2.132             7    071096
 50364.00      -2.145             7    081096
 50365.00      -2.158             7    091096
 50395.00       0.768             7    081196
 50396.00       0.762             7    091196
 50397.00       0.770             7    101196
 50398.00       0.807             7    111196
 50399.00       0.848             7    121196
 50400.00       0.860             7    131196
 50401.00       0.914             7    141196
 50402.00       0.941             7    151196
 50421.00       1.565             7    041296
 50422.00       1.559             7    051296
 50423.00       1.614             7    061296
 50424.00       1.659             7    071296
 50425.00       1.656             7    081296
 50426.00       1.676             7    091296
 50427.00       1.715             7    101296
 50431.00       1.860             7    141296
 50432.00       1.871             7    151296
 50433.00       1.903             7    161296
 50434.00       1.944             7    171296
 50435.00       1.961             7    181296
 50456.00       2.618             7    080197
 50457.00       2.630             7    090197
 50458.00       2.662             7    100197
 50459.00       2.695             7    110197
 50460.00       2.715             7    120197
 50461.00       2.740             7    130197
 50462.00       2.761             7    140197
 50463.00       2.805             7    150197
 50464.00       2.839             7    160197
 50465.00       2.857             7    170197
 50466.00       2.889             7    180197
 50467.00       2.922             7    190197
 50468.00       2.940             7    200197
 50469.00       2.942             7    210197
 50492.00       0.440             7    130297
 50493.00       0.402             7    140297
 50494.00       0.394             7    150297
 50495.00       0.376             7    160297
 50496.00       0.403             7    170297
 50497.00       0.385             7    180297
 50498.00       0.378             7    190297
 50499.00       0.372             7    200297
 50500.00       0.382             7    210297
 50501.00       0.390             7    220297
 50502.00       0.382             7    230297
 50503.00       0.396             7    240297
 50529.00       0.412             7    220397
 50530.00       0.371             7    230397
 50531.00       0.358             7    240397
 50532.00       0.361             7    250397
 50533.00       0.369             7    260397
 50534.00       0.363             7    270397
 50535.00       0.351             7    280397
 50536.00       0.365             7    290397
 50537.00       0.351             7    300397
 50538.00       0.353             7    310397
 50539.00       0.348             7    010497
 50540.00       0.333             7    020497
 50543.00       0.370             7    050497
 50544.00       0.346             7    060497
 50545.00       0.325             7    070497
 50546.00       0.316             7    080497
 50547.00       0.319             7    090497
 50548.00       0.315             7    100497
 50549.00       0.316             7    110497
 50550.00       0.319             7    120497
 50551.00       0.314             7    130497
 50552.00       0.299             7    140497
 50553.00       0.307             7    150497
 50554.00       0.308             7    160497
 50555.00       0.292             7    170497
 50556.00       0.281             7    180497
 50557.00       0.292             7    190497
 50558.00       0.268             7    200497
 50559.00       0.268             7    210497
 50560.00       0.266             7    220497
 50561.00       0.268             7    230497
 50562.00       0.255             7    240497
 50563.00       0.266             7    250497
 50564.00       0.262             7    260497
 50565.00       0.255             7    270497
 50566.00       0.251             7    280497
 50567.00       0.247             7    290497
 50568.00       0.237             7    300497
 50569.00       0.240             7    010597
 50570.00       0.165             7    020597
 50571.00       0.165             7    030597
 50572.00       0.165             7    040597
 50573.00       0.161             7    050597
 50574.00       0.159             7    060597
 50575.00       0.161             7    070597
 50576.00       0.138             7    080597
 50577.00       0.131             7    090597
